ID	Prod1	Prod2	Prod3	Prod4	Prod5	Prod6	Prod7	Prod8	Prod9	Prod10
632	71	65	33	27	6	90	13	1	1	6
633	22	52	33	29	9	40	54	9	2	52
634	75	62	36	29	16	81	17	1	2	11
635	72	97	37	28	1	82	20	4	0	16
636	75	74	34	30	13	90	11	5	1	11
637	71	76	35	29	7	85	19	4	2	8
638	71	94	33	29	18	89	19	1	0	2
639	21	65	32	30	3	36	61	9	8	59
640	21	67	37	29	7	33	56	17	9	59
641	72	70	36	30	5	88	15	5	1	5
642	72	74	35	27	15	87	11	1	2	7
643	71	63	36	26	6	87	20	3	2	13
644	22	89	32	28	8	40	59	10	4	49
645	72	98	32	30	16	84	15	5	1	6
646	72	57	31	27	1	81	11	4	2	11
647	0	82	33	27	13	5	14	41	47	26
648	73	94	32	26	13	87	11	3	1	14
649	72	71	33	30	5	87	15	2	2	9
650	72	53	34	28	10	82	15	3	0	5
651	75	80	31	27	6	81	16	2	2	11
652	22	97	34	27	20	35	57	10	1	49
653	73	76	34	28	13	84	12	3	2	8
654	74	65	35	26	2	82	17	4	0	9
655	1	98	33	27	4	2	8	23	55	19
656	22	70	32	27	8	34	60	6	10	59
657	22	52	37	26	13	40	57	9	3	60
658	73	62	34	29	15	86	19	2	0	3
659	23	77	37	30	15	31	51	11	2	49
660	2	96	33	28	16	3	9	21	56	9
661	0	57	32	29	16	4	14	25	36	6
662	22	67	31	29	8	38	58	7	4	54
663	21	56	36	27	15	34	65	20	4	50
664	74	86	36	30	14	86	20	5	2	7
665	72	56	35	30	12	88	14	5	2	4
666	73	93	33	27	18	88	17	5	0	9
667	75	72	32	28	10	85	13	3	0	13
668	75	66	35	30	12	84	17	3	1	17
669	2	56	33	28	20	3	1	27	44	19
670	71	96	32	29	4	84	19	2	0	10
671	75	93	36	26	6	87	15	5	0	16
672	75	79	33	30	3	86	17	2	1	14
673	73	87	33	28	2	82	12	2	0	11
674	21	91	37	27	12	34	60	14	7	55
675	75	95	36	29	6	85	15	3	2	5
676	22	66	36	27	19	36	63	12	5	50
677	71	61	33	28	3	83	18	2	1	8
678	21	59	33	27	5	35	53	17	5	51
679	72	66	37	27	13	88	14	2	0	4
680	71	76	37	29	5	84	15	2	1	18
681	71	76	33	29	20	86	12	1	0	13
682	75	56	36	27	6	84	18	2	1	12
683	21	93	36	29	7	36	56	16	7	59
684	74	56	35	28	11	83	17	1	2	1
685	1	72	35	28	16	4	12	42	47	26
686	74	72	31	27	6	89	15	1	2	17
687	0	67	32	27	8	2	7	28	58	21
688	73	93	35	29	15	86	14	2	2	20
689	23	72	34	27	8	40	59	13	10	47
690	2	71	33	26	3	5	12	24	45	11
691	72	54	34	30	14	83	12	3	2	18
692	75	57	35	28	18	84	18	4	0	4
693	72	81	35	29	20	84	15	2	0	10
694	23	53	37	27	3	37	63	7	7	54
695	21	93	31	28	9	32	64	7	10	54
696	73	68	34	28	6	84	18	2	2	8
697	75	70	32	29	7	81	11	3	0	20
698	74	57	31	26	6	88	16	1	2	18
699	72	85	33	29	13	84	12	2	2	12
700	72	96	36	27	15	88	17	1	2	4
701	71	64	34	27	18	85	16	2	2	14
702	72	52	32	29	7	88	19	1	1	17
703	73	58	31	28	19	83	20	5	1	11
704	0	89	37	28	17	1	3	33	50	14
705	22	52	31	30	3	36	61	17	5	53
706	74	62	31	26	8	90	12	3	1	10
707	0	99	33	28	7	1	8	23	39	5
708	71	61	34	27	3	83	19	1	1	20
709	23	53	35	27	8	40	57	12	10	54
710	22	68	31	26	4	37	65	12	10	47
711	74	83	33	28	6	83	14	3	2	4
712	75	97	36	28	19	81	17	5	1	10
713	73	70	36	26	3	89	14	2	1	18
714	75	98	31	30	11	90	16	1	1	18
715	72	97	35	27	13	82	17	5	2	5
716	74	89	32	27	13	88	13	3	0	10
717	23	93	34	28	3	34	64	18	1	57
718	71	90	36	29	8	84	15	4	2	8
719	71	61	34	30	7	82	16	5	0	9
720	72	92	35	27	12	86	17	3	0	4
721	71	60	34	29	2	83	19	3	2	18
722	74	84	34	27	18	90	19	3	0	19
723	23	84	32	27	19	37	62	7	3	54
724	73	89	35	28	19	90	13	1	1	16
725	74	59	37	26	10	90	16	2	1	5
726	72	79	37	29	3	82	19	1	0	1
727	73	78	31	27	14	89	19	5	0	17
728	74	83	31	30	10	85	14	2	0	20
729	1	64	36	27	19	5	13	29	42	1
730	73	77	36	26	10	88	20	5	2	19
731	74	57	31	28	15	82	17	1	0	18
732	72	100	33	27	12	83	20	4	2	14
733	72	64	31	30	10	86	20	3	0	12
734	71	58	36	27	12	88	15	1	2	7
735	73	70	34	27	9	89	13	5	0	5
736	23	84	34	28	6	39	62	8	2	59
737	21	78	31	28	3	35	55	12	6	60
738	71	55	34	30	2	90	15	1	2	6
739	75	87	36	30	13	88	17	2	2	18
740	22	81	32	27	1	33	53	10	5	46
741	0	78	34	28	12	5	4	21	39	28
742	73	85	36	30	7	81	20	5	2	19
743	72	100	37	29	13	84	19	2	1	7
744	22	89	31	28	14	33	59	8	2	51
745	72	58	31	26	12	90	14	4	0	15
746	71	84	36	28	11	86	14	2	2	5
747	22	65	35	28	7	31	52	7	3	49
748	75	59	37	28	12	81	19	3	1	15
749	74	56	33	26	17	83	14	5	1	20
750	21	58	32	29	3	36	65	7	2	46
751	23	95	33	26	19	39	56	13	4	47
752	74	95	36	30	5	90	20	4	1	18
753	22	78	32	29	9	40	55	15	7	60
754	22	93	35	26	7	36	55	20	4	48
755	21	61	31	27	12	35	61	6	2	52
756	75	58	31	28	15	85	15	5	1	13
757	23	74	31	27	6	34	60	9	4	49
758	75	99	36	29	16	85	15	2	0	6
759	72	53	36	29	6	86	20	2	2	6
760	72	54	33	28	8	90	19	5	0	1
761	22	77	33	29	17	40	54	12	10	47
762	74	92	34	26	16	85	15	5	2	7
763	21	62	34	28	15	34	56	17	2	47
764	22	90	31	30	6	36	57	20	3	49
765	75	77	34	28	9	82	19	3	1	8
766	75	86	36	26	14	90	20	5	1	18
767	75	51	35	29	4	88	19	2	1	16
768	73	64	36	30	13	83	14	3	2	12
769	22	65	31	30	7	40	53	19	3	57
770	22	62	32	30	18	35	56	8	2	52
771	22	76	35	27	8	31	51	11	8	52
772	71	90	33	28	12	82	18	2	0	10
773	75	85	37	27	10	83	16	2	2	12
774	72	92	34	27	5	87	19	1	0	17
775	23	61	35	26	15	32	56	6	5	58
776	2	56	34	27	11	2	14	32	37	23
777	22	87	33	26	12	39	61	10	4	50
778	71	94	31	27	1	87	13	1	0	19
779	23	66	32	28	11	39	51	20	9	60
780	73	97	32	27	2	85	16	2	2	10
781	75	53	34	27	10	81	18	2	0	2
782	22	73	35	26	11	31	54	16	4	58
783	73	76	34	26	10	88	12	5	2	7
784	21	97	31	28	9	34	52	18	10	56
785	23	83	33	27	15	36	58	7	7	51
786	74	58	37	29	16	85	16	5	0	8
787	21	68	33	26	6	31	61	6	10	59
788	71	87	36	29	10	81	15	1	2	5
789	23	63	37	28	17	31	56	13	9	59
790	1	90	37	28	5	5	8	35	33	6
791	21	61	35	29	10	36	55	13	1	53
792	72	67	31	29	10	83	12	4	2	8
793	72	83	32	30	14	85	11	1	1	3
794	72	97	37	30	2	86	13	1	0	9
795	22	59	31	30	6	38	62	12	8	50
796	74	66	33	27	12	85	13	5	0	4
797	23	69	33	29	6	31	52	7	4	52
798	71	98	33	29	18	87	14	5	1	3
799	75	83	35	30	4	82	14	1	1	14
800	75	62	31	28	12	86	11	3	2	7
801	22	81	35	28	8	40	57	17	4	54
802	74	57	35	29	19	86	12	3	1	7
803	73	99	31	28	1	81	11	5	2	14
804	75	72	32	28	12	82	11	3	1	4
805	71	97	37	26	15	87	18	4	2	1
806	22	76	37	26	2	34	64	20	9	52
807	75	88	36	30	6	83	20	1	1	4
808	72	60	36	28	20	82	16	2	2	19
809	21	84	35	29	20	36	54	16	9	57
810	74	96	34	29	1	84	20	2	1	14
811	73	78	36	27	5	86	11	4	2	9
812	71	55	31	28	12	86	13	2	0	2
813	73	81	36	26	20	86	19	5	0	19
814	74	81	33	28	13	88	16	5	0	7
815	71	82	37	28	5	83	14	4	0	9
816	74	88	33	26	3	87	17	1	2	12
817	75	100	32	27	13	84	18	2	2	17
818	22	88	36	28	19	39	51	19	4	48
819	75	92	31	30	19	83	19	1	2	20
820	22	68	31	30	10	35	58	19	6	47
821	1	66	35	30	15	1	11	45	34	7
822	72	96	35	28	14	82	11	1	2	10
823	23	64	37	29	1	39	58	6	7	51
824	21	51	33	27	20	39	52	11	3	49
825	74	93	37	27	13	84	17	5	0	8
826	23	61	33	26	19	36	61	19	2	54
827	75	91	31	29	20	81	14	1	1	7
828	1	60	37	29	7	5	9	33	60	10
829	73	98	31	28	14	83	12	3	1	2
830	75	83	35	27	16	81	19	1	1	16
831	22	57	33	29	3	31	61	6	8	48
832	73	84	34	30	8	89	19	3	0	10
833	22	58	33	29	4	31	58	15	6	56
834	75	77	31	28	4	85	14	2	2	14
835	71	55	31	26	9	85	13	1	0	6
836	74	58	31	29	16	84	17	1	2	5
837	22	98	37	29	8	34	58	19	4	60
838	73	70	36	26	8	85	18	5	2	16
839	72	82	37	27	11	90	11	2	0	9
840	23	54	31	30	16	36	52	14	1	50
841	73	98	37	28	16	88	15	5	0	19
842	75	85	34	29	7	85	12	1	1	2
843	21	54	34	27	16	40	64	8	5	53
844	22	65	36	27	20	34	60	20	9	47
845	75	84	35	29	3	86	13	5	2	5
846	71	91	36	26	4	81	11	5	0	17
847	74	72	34	29	1	84	14	5	2	20
848	74	97	36	26	6	81	17	2	1	1
849	74	94	36	29	5	83	20	2	1	7
850	21	88	35	28	10	36	61	9	5	53
851	23	68	34	27	6	40	56	11	1	48
852	74	96	35	28	7	89	16	5	2	1
853	72	95	32	30	5	87	17	4	1	18
854	23	51	32	27	18	39	65	6	10	60
855	71	71	36	28	2	81	18	2	1	3
856	73	93	35	27	17	81	17	2	1	17
857	71	64	37	29	11	88	14	2	2	1
858	71	65	32	26	12	90	16	5	1	3
859	73	83	31	26	10	89	13	3	0	11
860	71	90	35	30	18	84	18	1	1	5
861	74	69	36	28	13	85	16	1	0	2
862	73	93	32	27	18	86	13	1	2	11
863	75	63	32	29	4	89	12	4	0	17
864	73	56	32	28	2	81	16	1	0	13
865	22	51	37	27	19	39	60	16	9	60
866	22	85	31	26	19	34	59	8	2	52
867	74	62	35	26	20	88	13	1	0	18
868	72	67	35	27	4	84	12	1	2	2
869	72	80	35	30	5	89	12	1	2	17
870	74	60	35	26	9	84	16	1	2	20
871	0	85	31	26	9	4	3	22	32	25
872	23	67	36	26	19	31	64	13	6	53
873	72	71	31	27	16	87	12	5	1	12
874	75	98	37	27	15	89	17	4	0	8
875	74	91	36	29	11	82	16	4	1	4
876	22	57	34	29	13	39	65	8	1	54
877	1	59	31	28	1	5	4	45	34	4
878	73	70	33	26	2	89	17	3	0	3
879	73	62	36	27	8	84	13	4	2	15
880	73	60	35	29	20	85	20	2	0	9
881	72	58	31	28	15	81	19	4	2	13
882	21	61	35	30	4	37	61	19	8	47
883	71	86	33	26	11	89	12	5	1	12
884	0	84	31	30	7	5	10	49	52	14
885	73	88	35	30	19	81	17	4	1	11
886	23	61	32	30	3	37	53	9	4	50
887	73	88	34	26	12	81	18	1	1	3
888	72	58	37	27	9	84	14	5	1	17
889	73	63	33	27	17	90	16	4	2	13
890	23	71	37	30	16	39	53	12	2	46
891	21	69	37	30	2	31	56	14	6	51
892	72	99	32	27	2	83	14	5	0	13
893	23	55	35	29	11	38	64	20	6	51
894	72	51	32	26	11	90	13	3	2	4
895	75	97	35	27	1	85	18	3	2	1
896	23	76	31	30	16	38	65	12	2	53
897	72	61	34	29	16	88	11	1	2	14
898	73	74	37	26	9	88	20	3	1	5
899	72	56	37	29	12	88	11	1	0	15
900	75	61	37	28	17	84	17	4	0	13
901	73	76	37	26	2	90	19	3	0	20
902	72	75	33	28	1	87	14	2	2	20
903	72	67	31	26	10	84	16	3	0	12
904	23	82	31	26	16	39	57	9	4	60
905	75	97	31	27	16	83	19	3	1	17
906	71	62	35	28	8	84	15	4	1	12
907	71	89	36	28	11	90	15	3	2	7
908	71	100	34	30	1	81	18	5	1	4
909	71	72	37	26	15	83	14	3	0	2
910	74	92	34	30	1	87	19	3	2	8
911	23	75	33	29	2	32	58	17	3	50
912	0	71	36	28	1	5	10	22	47	13
913	2	89	36	26	15	0	14	26	32	19
914	71	82	33	27	3	85	16	3	1	14
915	71	52	35	30	6	87	20	2	2	10
916	23	93	36	26	3	38	55	16	9	51
917	22	97	32	28	15	31	51	8	8	57
918	21	95	32	27	12	35	57	20	2	54
919	22	100	31	26	1	31	61	16	10	51
920	75	67	36	30	18	81	20	4	2	7
921	23	64	37	27	3	32	61	9	4	53
922	73	83	37	28	9	89	19	2	0	19
923	73	56	33	30	11	85	19	2	2	13
924	75	73	36	27	10	83	15	3	1	9
925	23	55	33	27	17	31	65	20	10	59
926	74	53	32	27	16	83	14	5	1	7
927	72	71	36	30	2	87	20	2	2	7
928	23	80	35	30	20	33	53	8	6	59
929	22	64	34	30	15	34	53	19	4	56
930	71	62	37	28	11	86	18	1	0	9
931	21	56	33	29	4	36	64	11	7	56
932	73	64	34	26	17	85	12	4	0	11
933	2	56	37	30	6	3	13	23	33	26
934	71	99	37	28	16	88	12	4	2	8
935	22	78	33	29	16	31	62	15	1	46
936	75	91	34	28	14	84	13	5	2	6
937	21	97	35	28	1	40	62	14	4	52
938	22	73	37	28	18	33	62	13	9	52
939	75	66	32	29	6	87	15	4	0	15
940	73	100	34	30	2	83	18	2	1	4
941	74	58	32	30	20	89	16	4	0	5
942	71	70	37	26	13	86	16	5	0	3
943	72	84	35	30	18	87	11	2	1	11
944	71	81	32	28	15	82	14	3	0	10
945	72	91	31	29	3	87	11	3	2	10
946	73	95	33	26	18	81	18	3	1	7
947	71	72	33	27	10	81	19	3	0	1
948	0	62	31	28	19	3	15	36	34	3
949	22	88	31	27	12	39	59	13	2	59
950	0	64	37	28	3	3	13	42	40	26
951	72	92	35	26	4	88	18	5	1	8
952	0	90	33	27	17	4	8	31	56	19
953	22	54	34	30	3	37	64	14	2	58
954	71	62	35	28	1	82	18	3	0	13
955	74	51	35	27	7	86	17	1	0	1
956	74	52	34	29	9	89	15	5	0	6
957	23	76	32	26	10	35	63	16	4	56
958	74	66	37	26	14	87	16	5	2	11
959	71	67	34	30	18	86	12	4	0	19
960	23	76	32	28	20	38	65	14	7	58
961	21	68	33	27	12	34	65	9	5	53
962	21	62	35	28	11	40	51	17	2	46
963	23	74	37	27	14	34	62	18	2	59
964	71	60	36	29	9	83	19	1	0	4
965	75	68	32	28	2	84	12	5	2	20
966	21	82	37	26	1	40	61	13	10	59
967	71	53	34	30	11	83	17	2	0	7
968	23	77	35	28	1	39	65	6	7	53
969	23	90	32	26	9	31	64	17	2	51
970	22	69	33	30	5	37	61	20	2	59
971	73	85	31	30	19	83	11	5	0	7
972	23	96	33	26	10	37	57	11	2	58
973	1	59	31	29	13	2	15	21	35	20
974	75	82	36	27	13	87	20	2	0	8
975	71	91	34	29	7	84	17	5	1	18
976	21	58	35	29	8	38	57	16	6	46
977	22	91	34	30	19	38	62	14	4	46
978	73	100	31	30	14	89	17	5	0	3
979	1	72	35	28	13	3	6	39	42	3
980	73	83	36	29	18	85	20	4	1	2
981	21	70	34	27	8	35	59	9	9	51
982	23	86	31	27	15	33	58	16	9	49
983	74	56	35	26	10	87	17	3	1	19
984	71	57	34	26	3	81	18	4	0	5
985	71	93	33	30	16	88	15	3	1	7
986	74	58	36	29	2	88	11	1	2	7
987	71	73	32	28	13	83	19	5	0	16
988	22	83	35	27	16	33	65	19	2	46
989	71	58	35	28	4	86	11	4	0	6
990	21	78	35	28	14	37	59	11	10	48
991	23	77	35	29	10	40	53	7	8	52
992	72	63	35	27	6	85	13	3	2	6
993	73	70	33	29	11	82	20	5	2	18
994	1	58	36	27	2	0	13	21	32	12
995	71	99	34	26	5	83	14	4	1	17
996	0	56	36	26	3	3	14	26	41	6
997	75	96	32	28	13	85	12	4	0	5
998	73	74	34	27	6	84	13	2	1	17
999	71	72	37	28	13	81	12	2	1	1
1000	23	92	36	27	7	34	57	6	4	50
1001	74	87	37	28	12	81	15	4	2	16
1002	71	58	37	30	10	89	11	1	0	10
1003	22	90	33	30	19	38	64	17	2	47
1004	74	100	37	29	15	86	18	4	2	14
1005	23	52	31	28	20	35	65	18	4	56
1006	71	71	32	29	13	85	15	2	0	16
1007	22	78	32	30	9	36	59	16	1	52
1008	73	90	36	26	20	86	14	1	1	16
1009	0	57	31	28	1	0	6	45	44	20
1010	22	98	32	26	6	32	63	14	3	60
1011	23	97	31	30	20	31	59	12	9	49
1012	21	80	32	28	20	40	65	14	4	51
1013	74	58	33	29	6	82	14	4	2	17
1014	21	98	34	27	13	33	60	6	3	48
1015	71	69	32	29	7	82	16	5	2	19
1016	72	57	31	27	6	82	14	4	0	18
1017	74	67	31	28	11	82	12	4	1	2
1018	72	94	32	27	19	86	16	4	1	16
1019	75	51	32	28	8	84	20	5	0	15
1020	73	68	33	27	7	83	20	4	2	11
1021	21	52	34	30	13	31	60	12	10	55
1022	2	69	36	28	20	3	8	22	49	25
1023	73	72	33	28	7	90	20	5	0	12
1024	72	80	35	28	7	88	19	5	2	8
1025	71	84	34	26	19	86	14	3	1	19
1026	23	51	33	28	4	35	60	9	8	60
1027	2	57	34	26	9	1	4	22	55	3
1028	75	63	36	30	5	83	14	1	2	1
1029	0	57	31	30	18	2	15	25	54	29
1030	72	68	37	29	18	85	13	5	0	9
1031	21	70	33	30	6	36	57	19	3	46
1032	23	59	35	27	9	32	65	11	1	56
1033	71	60	34	30	13	81	17	1	0	16
1034	21	97	31	29	18	36	64	10	3	60
1035	0	53	33	27	16	5	9	47	37	10
1036	21	71	37	29	14	38	65	8	7	56
1037	75	63	31	26	15	90	17	4	0	6
1038	71	60	31	26	5	87	19	2	2	15
1039	72	94	37	29	3	89	17	4	0	6
1040	74	51	36	30	5	89	13	2	0	5
1041	75	87	36	26	17	88	14	5	0	13
1042	21	51	37	29	19	36	58	14	6	56
1043	2	57	32	28	17	0	5	28	50	16
1044	74	90	33	29	14	84	20	1	1	1
1045	75	58	37	27	19	85	19	5	2	1
1046	2	66	33	28	3	5	9	42	49	12
1047	0	73	32	26	9	3	5	25	47	21
1048	22	89	33	27	16	36	52	15	1	47
1049	0	73	34	27	10	2	3	23	49	18
1050	21	90	36	29	20	38	60	18	9	52
1051	75	68	33	28	11	87	15	2	1	5
1052	22	51	36	27	6	40	65	19	7	48
1053	74	98	31	26	2	84	19	4	1	16
1054	73	82	37	26	18	81	20	2	1	19
1055	22	65	32	28	4	39	55	17	5	56
1056	73	51	33	28	9	85	13	5	1	20
1057	75	84	37	30	19	90	17	2	2	13
1058	22	89	35	26	9	39	61	7	6	60
1059	21	58	36	27	4	40	61	12	1	48
1060	73	90	33	29	1	82	19	5	0	5
1061	72	56	32	30	17	87	14	4	1	19
1062	75	68	34	30	18	84	14	3	1	8
1063	72	92	33	29	3	83	16	3	2	11
1064	74	86	31	29	7	90	12	4	0	10
1065	23	68	36	28	3	32	52	15	7	58
1066	2	100	34	27	6	3	10	34	55	17
1067	73	76	37	26	6	81	19	5	0	8
1068	1	55	33	30	1	3	10	39	58	30
1069	71	62	34	28	15	89	15	4	1	4
1070	21	85	31	29	5	37	62	15	1	57
1071	72	54	35	26	9	86	14	2	1	16
1072	74	76	34	28	4	81	12	4	0	1
1073	74	54	37	26	16	82	12	3	2	17
1074	74	60	36	30	12	89	20	5	2	16
1075	75	56	34	28	12	87	19	4	0	3
1076	21	76	32	26	13	39	57	16	4	46
1077	21	93	36	27	12	31	64	18	2	54
1078	21	99	33	30	5	40	64	11	6	49
1079	73	62	31	26	2	89	13	4	0	15
1080	22	96	35	26	14	35	61	16	9	46
1081	2	80	35	30	1	2	13	28	42	30
1082	22	84	35	27	5	35	55	14	7	50
1083	72	60	33	30	12	83	12	4	2	2
1084	71	90	36	28	8	83	20	2	0	20
1085	23	65	35	30	5	35	58	17	3	53
1086	22	96	34	27	1	31	61	16	4	53
1087	75	61	36	28	6	88	18	1	0	17
1088	72	75	37	28	19	85	13	1	1	10
1089	21	75	32	30	8	34	53	7	2	59
1090	74	85	34	27	15	89	17	4	0	16
1091	21	70	31	28	9	35	58	12	10	56
1092	75	51	35	28	17	85	17	2	1	11
1093	74	57	36	28	10	88	18	2	1	5
1094	23	97	33	30	11	32	61	10	4	49
1095	21	89	37	27	19	39	61	10	6	60
1096	1	76	34	30	15	1	3	32	31	1
1097	71	73	35	30	15	88	19	3	2	15
1098	74	95	36	30	18	87	14	5	1	13
1099	71	100	35	26	6	88	20	4	2	15
1100	71	55	31	29	5	81	15	2	1	17
1101	72	79	36	30	9	86	11	5	2	11
1102	22	84	32	29	7	33	54	13	10	49
1103	73	99	36	26	7	90	18	4	0	3
1104	73	84	31	26	5	82	16	1	0	4
1105	72	80	36	26	16	87	16	2	2	15
1106	21	77	31	29	1	35	51	6	1	52
1107	71	92	37	29	12	83	14	1	1	11
1108	72	78	33	27	17	81	16	1	2	5
1109	72	62	33	30	6	86	13	4	2	4
1110	73	79	32	27	12	82	12	3	1	11
1111	72	98	32	29	11	82	13	2	1	16
1112	1	75	34	28	20	0	11	32	42	21
1113	22	64	33	29	12	36	56	18	9	46
1114	71	99	32	26	4	90	20	3	0	11
1115	71	59	35	27	4	81	19	1	1	15
1116	72	57	37	26	9	81	12	4	1	19
1117	72	97	33	29	18	83	11	3	0	2
1118	71	97	33	26	4	89	16	3	0	9
1119	0	75	33	28	20	3	8	29	36	30
1120	21	52	32	30	12	32	62	10	5	52
1121	73	97	31	27	14	89	19	4	1	5
1122	21	63	37	28	14	36	65	10	5	55
1123	71	80	35	30	2	87	20	4	1	12
1124	73	89	32	29	6	87	16	4	0	17
1125	0	100	36	30	18	2	15	44	60	29
1126	0	90	36	28	14	2	6	44	50	20
1127	23	67	36	26	4	40	60	10	3	48
1128	23	63	34	26	6	37	56	7	5	54
1129	74	67	35	29	16	82	11	5	0	15
1130	2	66	36	29	14	1	9	28	33	30
1131	72	97	35	28	18	87	15	4	0	10
1132	22	78	37	29	18	35	55	16	2	47
1133	21	98	31	30	7	35	63	10	1	52
1134	23	64	37	29	7	38	51	19	7	60
1135	74	88	35	30	12	87	13	5	1	20
1136	22	89	31	30	20	39	64	18	1	49
1137	21	74	35	28	2	33	64	10	10	55
1138	71	64	32	28	11	84	11	1	1	18
1139	75	63	32	28	10	86	16	2	1	12
1140	0	61	33	30	3	4	9	30	48	17
1141	72	71	33	29	14	86	13	4	0	17
1142	71	60	32	29	3	90	12	5	2	8
1143	23	73	35	27	8	32	60	9	10	48
1144	72	74	32	30	17	88	11	1	0	13
1145	23	58	32	29	5	32	65	10	6	47
1146	71	71	34	26	20	81	17	3	1	12
1147	73	54	35	29	10	89	11	3	1	20
1148	21	87	36	28	13	34	57	15	4	57
1149	2	80	35	26	3	2	7	35	55	12
1150	72	52	37	26	12	88	13	5	0	6
1151	23	78	31	26	19	31	53	16	7	50
1152	23	58	34	26	19	39	60	6	7	51
1153	2	100	35	27	14	5	8	36	31	12
1154	71	53	37	30	20	87	14	3	2	17
1155	72	67	33	29	13	85	18	5	0	16
1156	23	77	35	29	2	34	58	10	4	60
1157	75	92	37	27	1	87	20	3	1	9
1158	72	92	33	27	10	88	20	3	0	19
1159	21	60	34	27	17	40	64	7	8	51
1160	23	63	31	29	19	35	62	16	5	56
1161	74	72	37	28	20	82	13	4	0	8
1162	23	66	34	28	9	40	59	6	7	58
1163	75	79	34	26	14	88	14	3	1	14
1164	71	68	34	28	10	82	20	1	2	17
1165	73	87	31	29	1	81	17	4	1	9
1166	73	69	37	28	15	87	12	2	2	11
1167	21	100	34	28	1	38	64	16	5	50
1168	23	94	37	30	7	36	53	8	10	53
1169	74	58	32	29	11	83	13	3	1	4
1170	23	58	37	28	13	36	51	8	6	47
1171	71	53	35	30	15	90	13	2	1	10
1172	22	79	35	28	6	38	59	20	9	57
1173	75	97	31	28	10	86	20	1	0	20
1174	75	85	36	26	5	84	16	5	1	3
1175	72	51	34	28	20	89	12	5	2	7
1176	22	87	33	27	16	34	59	15	3	50
1177	75	79	34	30	14	90	17	5	0	15
1178	73	98	32	26	3	88	15	5	2	11
1179	23	92	35	28	1	33	53	20	10	52
1180	75	80	37	30	5	86	19	2	1	17
1181	74	53	37	28	16	82	18	5	0	13
1182	1	67	34	28	6	3	14	50	31	20
1183	71	89	35	26	13	85	18	4	2	12
1184	2	57	33	30	10	1	10	24	37	10
1185	72	71	31	29	10	89	17	5	1	12
1186	23	79	32	28	12	39	57	6	7	56
1187	72	86	35	27	17	85	12	5	1	18
1188	23	74	33	28	9	40	59	17	7	59
1189	72	72	36	28	1	84	11	4	2	5
1190	21	60	34	30	20	38	64	7	1	53
1191	22	70	35	29	14	33	60	16	9	55
1192	71	69	31	30	3	89	12	3	1	12
1193	75	80	37	28	20	83	19	5	0	7
1194	2	76	35	26	11	3	5	34	44	21
1195	22	79	33	26	20	40	57	13	1	58
1196	72	78	31	28	16	88	17	5	0	1
1197	72	54	37	27	16	83	14	1	0	15
1198	71	51	36	28	4	86	18	1	1	3
1199	75	54	31	26	20	84	16	2	2	12
1200	73	96	35	26	9	90	13	5	2	18
1201	74	100	36	26	4	83	15	1	1	7
1202	75	74	34	30	10	87	15	4	1	6
1203	74	75	37	27	6	86	18	5	0	5
1204	73	53	37	26	3	81	20	2	2	9
1205	23	95	37	30	16	34	64	13	4	60
1206	71	94	31	26	1	84	13	5	2	15
1207	1	83	34	29	13	3	5	35	56	21
1208	71	65	37	29	10	89	15	1	0	2
1209	74	75	35	30	15	83	19	5	0	14
1210	73	72	35	27	18	86	16	5	1	8
1211	23	81	33	26	14	32	60	15	4	49
1212	21	93	33	28	12	32	54	10	3	56
1213	75	97	32	29	12	87	13	4	1	15
1214	22	65	33	26	4	32	58	12	2	50
1215	23	58	33	29	3	31	56	17	1	47
1216	72	80	32	26	12	90	11	2	0	6
1217	74	97	31	27	3	88	13	2	2	8
1218	74	94	33	28	20	83	13	1	2	3
1219	74	90	35	30	12	90	13	2	2	18
1220	22	59	31	30	15	37	54	20	3	47
1221	21	78	34	26	18	37	55	12	2	58
1222	21	98	32	30	5	33	56	7	7	60
1223	72	61	36	30	19	90	15	1	2	1
1224	71	78	37	26	12	86	11	2	2	10
1225	2	61	33	26	7	1	6	26	36	5
1226	21	60	37	28	11	31	60	14	3	49
1227	73	55	37	29	11	87	19	4	0	1
1228	74	92	34	29	12	83	19	3	0	18
1229	2	73	36	27	8	5	15	23	58	2
1230	22	89	34	27	9	31	65	18	8	58
1231	23	67	32	26	5	36	62	12	9	47
1232	75	99	34	29	8	86	20	2	0	12
1233	75	93	32	27	16	83	19	3	0	12
1234	71	70	34	26	16	81	20	4	2	6
1235	75	59	31	27	20	87	18	5	2	9
1236	23	63	35	27	14	32	61	15	10	48
1237	72	64	32	29	1	85	19	3	0	9
1238	23	60	36	27	19	37	63	8	7	57
1239	74	80	36	28	2	89	16	2	1	17
1240	71	84	31	27	20	89	11	5	1	5
1241	75	65	33	28	11	81	20	5	0	3
1242	73	81	35	28	15	86	18	5	2	9
1243	22	58	37	26	16	31	55	8	2	60
1244	21	92	31	26	19	35	53	16	10	47
1245	22	97	33	27	8	36	51	11	5	49
1246	71	69	37	29	1	86	13	2	1	1
1247	73	98	34	26	1	82	18	3	2	11
1248	72	57	33	30	8	83	11	2	1	13
1249	72	62	36	29	4	84	11	5	2	13
1250	1	78	33	29	14	4	4	35	34	13
1251	2	93	33	26	15	4	11	50	53	13
1252	75	80	31	28	2	84	14	2	0	18
1253	21	64	37	30	8	40	63	9	5	59
